Age,Gender,Marital_Status,Family_Members,Education,Occupation,Job_Title,Income,Current_Product,Current_Product_Type,Current_Coverage,New_Product_Type,New_Coverage,Rating,target
28.0,M,Single,2.0,BD,SPT,PG,9.149674551,No,NO,0.0,END,3000000.0,Hot,1
21.0,M,Married,4.0,MD,SPT,RR,9.299887232,No,NO,0.0,PMT,1000000.0,Hot,1
44.0,M,Single,6.0,NE,SPT,OT,3.137649772,No,NO,0.0,ANS,15000000.0,Cold,0
33.0,F,Married,5.0,UHS,SPT,CB,1.0,Yes,ANS,50000.0,PMT,1000000.0,Cold,0
34.0,M,Married,9.0,LHS,SFT,PA,5.210310234,Yes,ANS,3000000.0,INV,1000000.0,Hot,1
30.0,M,Single,2.0,MD,SPT,RR,9.296441711,Yes,TLE,15000000.0,INV,5000000.0,Hot,1
56.0,M,Divorced,7.0,MD,SPT,RR,9.731063111,Yes,TLE,4000000.0,INV,15000000.0,Warm,0
35.0,M,Married,7.0,PD,SPT,BA,6.874150986,Yes,PMT,15000000.0,TLE,1000000.0,Hot,1
43.0,F,Divorced,8.0,MD,SPT,PG,9.723289038,Yes,PMT,3000000.0,INV,3000000.0,Warm,0
40.0,F,Divorced,7.0,LHS,SFT,OT,2.677801086,Yes,ANS,15000000.0,TLE,3000000.0,Cold,0
29.0,M,Married,10.0,NE,SPT,DD,1.229247016,No,NO,0.0,ANS,1000000.0,Cold,0
38.0,M,Married,7.0,MD,SPT,BA,6.432926926,Yes,TLE,15000000.0,PMT,1000000.0,Hot,1
31.0,M,Single,6.0,PD,SPT,RR,9.462113192,Yes,END,4000000.0,INV,15000000.0,Hot,1
30.0,M,Single,2.0,BD,SPT,PG,9.31550907,Yes,INV,15000000.0,END,4000000.0,Hot,1
38.0,M,Married,6.0,BD,SPT,PG,9.415558364,Yes,ANS,1000000.0,INV,1000000.0,Hot,1
39.0,M,Married,3.0,BD,SE,FH,2.602747751,No,NO,0.0,TLE,1000000.0,Cold,0
46.0,M,Divorced,5.0,UHS,SPT,PA,5.590876903,Yes,TLE,3000000.0,ANS,1000000.0,Warm,1
34.0,F,Married,2.0,UHS,SPT,CB,1.401522661,Yes,END,15000000.0,ANS,15000000.0,Cold,0
37.0,M,Divorced,2.0,UHS,SE,OT,2.387787484,Yes,TLE,1000000.0,ANS,2000000.0,Cold,0
54.0,F,Divorced,7.0,MD,SPT,PG,9.649567019,Yes,TLE,3000000.0,ANS,15000000.0,Warm,0
53.0,M,Divorced,1.0,UHS,SPT,DD,2.0,No,NO,0.0,PMT,15000000.0,Cold,0
59.0,F,Divorced,6.0,BD,SPT,RR,10.0,No,NO,0.0,ANS,15000000.0,Warm,1
50.0,F,Married,3.0,PD,SPT,BA,7.547033541,No,NO,0.0,ANS,3000000.0,Warm,1
56.0,F,Married,6.0,MD,SE,FH,2.546039425,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
37.0,M,Divorced,4.0,BD,SE,FH,2.141235858,Yes,ANS,1000000.0,TLE,15000000.0,Cold,0
45.0,M,Married,2.0,UHS,SE,OT,2.852058678,Yes,TLE,2000000.0,ANS,3000000.0,Cold,0
30.0,M,Single,8.0,PD,SPT,PG,9.067607272,No,NO,0.0,ANS,15000000.0,Hot,1
60.0,M,Divorced,6.0,BD,SPT,PG,10.0,No,NO,0.0,ANS,15000000.0,Warm,1
26.0,M,Single,2.0,BD,SPT,BA,5.538750532,No,NO,0.0,PMT,1000000.0,Hot,1
31.0,F,Married,6.0,LHS,SE,CB,1.548097323,Yes,INV,15000000.0,END,1000000.0,Cold,0
53.0,F,Married,10.0,UHS,SPT,OM,3.452575656,Yes,TLE,3000000.0,PMT,15000000.0,Cold,0
49.0,M,Divorced,6.0,MD,SE,PG,9.540848046,Yes,ANS,2000000.0,TLE,15000000.0,Warm,1
48.0,M,Married,8.0,PD,SPT,RR,9.551814355,No,NO,0.0,TLE,2000000.0,Warm,1
45.0,M,Single,5.0,LHS,SFT,OM,2.918523878,Yes,PMT,1000000.0,ANS,1000000.0,Cold,0
55.0,M,Divorced,10.0,BD,SPT,BA,7.339594174,Yes,ANS,2000000.0,PMT,15000000.0,Warm,1
22.0,M,Single,2.0,PD,SPT,BA,5.221492745,No,NO,0.0,INV,5000000.0,Hot,1
53.0,F,Divorced,5.0,UHS,SPT,DD,1.811919906,Yes,PMT,1000000.0,TLE,15000000.0,Cold,0
31.0,F,Single,2.0,LHS,SFT,OM,2.993388717,Yes,ANS,50000.0,INV,15000000.0,Cold,0
37.0,F,Married,2.0,BD,SPT,PR,6.099870895,No,NO,0.0,TLE,2000000.0,Hot,1
59.0,F,Married,2.0,MD,SPT,RR,9.697736638,Yes,PMT,15000000.0,ANS,3000000.0,Warm,1
23.0,F,Married,2.0,MD,SPT,BA,5.0,Yes,ANS,3000000.0,INV,1000000.0,Hot,0
47.0,M,Married,2.0,MD,SE,FH,3.0,Yes,ANS,1000000.0,TLE,2000000.0,Cold,0
34.0,M,Married,2.0,MD,SPT,PG,9.295735762,Yes,ANS,15000000.0,END,5000000.0,Hot,1
23.0,F,Single,8.0,BD,SE,FH,1.738795314,No,NO,0.0,TLE,15000000.0,Cold,0
36.0,F,Divorced,2.0,BD,SPT,PG,9.712461723,Yes,ANS,3000000.0,INV,5000000.0,Hot,1
50.0,M,Single,1.0,MD,SE,FH,2.568971515,No,NO,0.0,TLE,1000000.0,Cold,0
26.0,F,Single,1.0,BD,SE,FH,1.512464855,No,NO,0.0,ANS,1000000.0,Cold,0
33.0,F,Divorced,6.0,BD,SPT,BA,5.965062388,Yes,ANS,1000000.0,END,3000000.0,Hot,1
29.0,M,Single,4.0,PD,SPT,PR,6.877038149,Yes,ANS,4000000.0,END,3000000.0,Hot,1
55.0,F,Divorced,1.0,LHS,SFT,DD,2.0,Yes,PMT,15000000.0,TLE,1000000.0,Cold,0
56.0,M,Married,6.0,LHS,SFT,PA,6.463842611,Yes,ANS,50000.0,TLE,1000000.0,Warm,1
58.0,F,Married,2.0,PD,SPT,RR,10.0,Yes,ANS,50000.0,TLE,2000000.0,Warm,1
59.0,F,Divorced,7.0,BD,SPT,BA,8.0,Yes,ANS,3000000.0,INV,5000000.0,Warm,1
57.0,F,Married,5.0,BD,SPT,RR,9.860448091,Yes,ANS,2000000.0,TLE,2000000.0,Warm,0
25.0,F,Married,2.0,BD,SE,FH,1.896715775,Yes,TLE,2000000.0,INV,1000000.0,Cold,0
53.0,F,Married,2.0,BD,SPT,PR,6.70537986,Yes,ANS,15000000.0,TLE,1000000.0,Warm,1
48.0,M,Divorced,2.0,PD,SPT,RR,9.834590046,No,NO,0.0,ANS,5000000.0,Warm,1
25.0,M,Married,9.0,MD,SE,FH,2.097349331,No,NO,0.0,INV,1000000.0,Warm,0
35.0,F,Married,9.0,LHS,SFT,OC,5.32289873,Yes,TLE,3000000.0,ANS,4000000.0,Hot,1
28.0,M,Married,6.0,LHS,SFT,DD,1.006745316,No,NO,0.0,PMT,15000000.0,Cold,0
22.0,M,Single,3.0,BD,SPT,PG,9.0,Yes,END,15000000.0,INV,3000000.0,Hot,1
56.0,F,Married,9.0,BD,SPT,PG,9.902501077,Yes,INV,4000000.0,TLE,2000000.0,Warm,1
54.0,M,Divorced,2.0,BD,SPT,PG,9.991090898,Yes,ANS,1000000.0,INV,15000000.0,Warm,0
52.0,F,Married,5.0,BD,SPT,PG,9.643578104,Yes,ANS,2000000.0,INV,4000000.0,Warm,0
43.0,M,Married,8.0,PD,SE,FH,2.563608161,No,NO,0.0,TLE,2000000.0,Cold,0
33.0,M,Single,5.0,MD,SE,FH,1.714996966,No,NO,0.0,TLE,2000000.0,Cold,0
29.0,M,Single,1.0,NE,SPT,OM,2.056049999,Yes,PMT,15000000.0,END,15000000.0,Warm,0
49.0,F,Married,6.0,MD,SPT,PG,9.79825133,Yes,ANS,4000000.0,TLE,15000000.0,Warm,0
57.0,M,Married,10.0,BD,SPT,PG,9.989781488,No,NO,0.0,ANS,15000000.0,Warm,0
47.0,M,Divorced,10.0,MD,SPT,PG,9.782283454,Yes,INV,1000000.0,ANS,2000000.0,Warm,1
33.0,F,Married,8.0,UHS,SPT,DD,1.111202397,Yes,ANS,50000.0,PMT,15000000.0,Cold,0
60.0,F,Divorced,1.0,PD,SPT,BA,8.0,Yes,ANS,3000000.0,INV,4000000.0,Warm,1
26.0,F,Divorced,6.0,BD,SE,FH,1.815924261,No,NO,0.0,TLE,15000000.0,Cold,0
45.0,M,Married,2.0,MD,SE,FH,2.086637234,Yes,TLE,2000000.0,ANS,2000000.0,Cold,0
25.0,F,Married,2.0,LHS,SFT,OM,2.0,Yes,END,1000000.0,PMT,1000000.0,Warm,0
55.0,M,Divorced,7.0,MD,SPT,PR,7.47520197,Yes,ANS,15000000.0,TLE,5000000.0,Warm,0
46.0,M,Married,6.0,NE,SE,OM,3.226881094,Yes,PMT,2000000.0,TLE,2000000.0,Cold,0
49.0,M,Single,8.0,LHS,SFT,OT,3.400239749,Yes,TLE,4000000.0,ANS,1000000.0,Cold,0
33.0,F,Divorced,8.0,BD,SPT,BA,6.648219339,No,NO,0.0,PMT,2000000.0,Hot,1
29.0,M,Married,7.0,PD,SPT,RR,9.364121931,Yes,INV,15000000.0,TLE,4000000.0,Hot,1
58.0,M,Divorced,1.0,PD,SPT,RR,9.901796189,Yes,ANS,3000000.0,INV,3000000.0,Warm,1
55.0,M,Married,6.0,BD,SE,FH,2.870741103,Yes,ANS,15000000.0,TLE,2000000.0,Cold,0
37.0,M,Divorced,6.0,BD,SE,FH,2.347890639,Yes,ANS,2000000.0,TLE,15000000.0,Cold,1
21.0,M,Single,3.0,LHS,SFT,OC,4.120078927,No,NO,0.0,TLE,4000000.0,Hot,0
41.0,M,Married,10.0,MD,SPT,BA,5.845519408,No,NO,0.0,PMT,1000000.0,Warm,1
50.0,F,Married,8.0,PD,SE,FH,2.856829477,Yes,ANS,1000000.0,TLE,15000000.0,Cold,0
24.0,F,Married,3.0,MD,SE,FH,1.5,Yes,END,1000000.0,TLE,2000000.0,Cold,0
38.0,M,Married,2.0,NE,SE,DD,1.642506017,Yes,TLE,15000000.0,PMT,1000000.0,Cold,0
22.0,M,Single,5.0,MD,SPT,RR,9.298870083,No,NO,0.0,INV,2000000.0,Hot,1
31.0,M,Single,6.0,PD,SPT,PG,9.457963912,Yes,ANS,50000.0,PMT,15000000.0,Hot,1
32.0,M,Divorced,8.0,PD,SE,FH,1.719949756,No,NO,0.0,INV,15000000.0,Cold,0
49.0,F,Married,3.0,BD,SPT,PG,9.836790704,Yes,INV,15000000.0,PMT,1000000.0,Warm,0
51.0,F,Married,5.0,BD,SPT,PG,9.784683857,Yes,ANS,15000000.0,TLE,4000000.0,Warm,0
58.0,M,Divorced,7.0,NE,SE,OT,3.5,Yes,TLE,2000000.0,ANS,3000000.0,Cold,1
54.0,M,Married,2.0,UHS,SE,OT,2.677675496,Yes,TLE,50000.0,ANS,1000000.0,Cold,0
44.0,F,Married,4.0,PD,SPT,BA,6.88783471,Yes,PMT,2000000.0,TLE,1000000.0,Warm,1
29.0,M,Married,9.0,MD,SPT,BA,5.955340593,No,NO,0.0,INV,4000000.0,Hot,1
22.0,M,Single,3.0,MD,SPT,PR,5.0,Yes,END,15000000.0,INV,15000000.0,Hot,1
23.0,M,Single,8.0,UHS,SE,CB,1.428209043,Yes,END,50000.0,INV,15000000.0,Cold,0
29.0,M,Married,10.0,BD,SPT,RR,9.161765048,No,NO,0.0,TLE,2000000.0,Hot,1
55.0,M,Married,2.0,PD,SPT,PG,10.0,Yes,TLE,3000000.0,INV,15000000.0,Warm,0
59.0,F,Married,5.0,NE,SE,OT,3.375589033,Yes,TLE,1000000.0,ANS,2000000.0,Cold,0
47.0,F,Divorced,1.0,NE,SE,OT,3.160908112,Yes,TLE,1000000.0,ANS,2000000.0,Cold,0
58.0,F,Married,4.0,BD,SE,FH,3.0,Yes,TLE,1000000.0,ANS,1000000.0,Cold,0
51.0,M,Divorced,3.0,MD,SPT,PR,7.142958145,Yes,TLE,15000000.0,ANS,3000000.0,Warm,0
37.0,F,Married,2.0,MD,SE,FH,1.949761661,Yes,TLE,4000000.0,ANS,2000000.0,Cold,0
41.0,F,Married,2.0,PD,SPT,BA,6.14049598,Yes,PMT,1000000.0,ANS,1000000.0,Warm,1
46.0,M,Married,5.0,PD,SPT,PG,9.488472463,No,NO,0.0,TLE,4000000.0,Warm,1
45.0,M,Married,3.0,UHS,SPT,DD,1.732946603,Yes,PMT,15000000.0,TLE,1000000.0,Cold,0
28.0,F,Single,1.0,NE,SPT,OT,2.358882879,No,NO,0.0,END,15000000.0,Warm,0
39.0,F,Married,2.0,BD,SE,FH,2.517071905,Yes,ANS,3000000.0,TLE,15000000.0,Cold,0
57.0,M,Married,4.0,BD,SE,FH,2.808410943,Yes,TLE,50000.0,ANS,1000000.0,Cold,0
56.0,M,Married,2.0,BD,SPT,PR,8.0,Yes,INV,15000000.0,ANS,15000000.0,Warm,0
48.0,M,Married,5.0,BD,SPT,PR,6.752847476,Yes,ANS,3000000.0,TLE,5000000.0,Warm,0
54.0,M,Married,5.0,LHS,SFT,OT,3.488357935,Yes,ANS,4000000.0,TLE,2000000.0,Cold,0
29.0,M,Single,3.0,LHS,SFT,OM,2.553633207,No,NO,0.0,ANS,2000000.0,Warm,0
30.0,F,Single,1.0,MD,SPT,PG,9.428961721,No,NO,0.0,END,3000000.0,Hot,1
51.0,M,Divorced,3.0,BD,SPT,PG,9.90268896,Yes,INV,15000000.0,PMT,2000000.0,Warm,0
50.0,M,Divorced,4.0,BD,SE,FH,2.843036507,Yes,TLE,2000000.0,ANS,15000000.0,Cold,0
60.0,M,Divorced,3.0,BD,SPT,RR,9.954661855,Yes,ANS,15000000.0,TLE,15000000.0,Warm,1
31.0,F,Married,9.0,BD,SE,FH,2.206366439,Yes,INV,1000000.0,END,1000000.0,Cold,0
37.0,F,Married,4.0,PD,SPT,BA,6.639150475,Yes,PMT,15000000.0,TLE,1000000.0,Hot,0
36.0,M,Divorced,3.0,BD,SPT,PR,6.146947934,No,NO,0.0,TLE,1000000.0,Hot,1
27.0,M,Married,3.0,NE,SE,CB,1.239280433,No,NO,0.0,END,15000000.0,Cold,0
59.0,M,Divorced,2.0,UHS,SPT,CB,1.97357566,Yes,TLE,50000.0,PMT,15000000.0,Cold,0
30.0,F,Married,6.0,BD,SPT,PR,5.72571926,No,NO,0.0,END,1000000.0,Hot,1
41.0,M,Divorced,4.0,PD,SPT,PG,9.65512198,No,NO,0.0,ANS,1000000.0,Warm,1
20.0,F,Single,2.0,NE,SPT,OC,4.0,No,NO,0.0,INV,3000000.0,Hot,1
24.0,F,Married,2.0,PD,SE,FH,1.746610736,Yes,ANS,4000000.0,INV,2000000.0,Cold,0
29.0,F,Divorced,6.0,MD,SPT,PR,5.466802263,Yes,INV,4000000.0,ANS,3000000.0,Hot,1
33.0,M,Married,3.0,MD,SE,PG,9.35794436,Yes,TLE,3000000.0,INV,15000000.0,Hot,1
34.0,M,Married,9.0,PD,SPT,PR,5.743916535,Yes,END,3000000.0,TLE,3000000.0,Hot,1
42.0,M,Divorced,2.0,PD,SE,FH,2.12335047,Yes,TLE,4000000.0,ANS,15000000.0,Cold,0
44.0,M,Single,8.0,MD,SPT,BA,7.204163365,Yes,ANS,50000.0,INV,1000000.0,Warm,1
29.0,M,Single,3.0,BD,SPT,BA,6.88901446,No,NO,0.0,ANS,2000000.0,Hot,1
38.0,M,Single,7.0,BD,SPT,BA,7.086349448,No,NO,0.0,INV,15000000.0,Hot,1
42.0,M,Divorced,1.0,BD,SE,FH,2.069031685,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
22.0,M,Single,1.0,NE,SPT,OM,2.220036636,Yes,TLE,3000000.0,PMT,1000000.0,Warm,0
49.0,M,Married,6.0,PD,SPT,PR,5.568400349,Yes,TLE,3000000.0,ANS,5000000.0,Warm,0
31.0,M,Divorced,10.0,BD,SE,PG,9.438044995,Yes,END,2000000.0,INV,1000000.0,Hot,1
55.0,M,Married,3.0,LHS,SE,OT,3.328239882,Yes,ANS,50000.0,TLE,15000000.0,Cold,0
54.0,F,Divorced,7.0,BD,SPT,RR,9.903001589,Yes,ANS,15000000.0,INV,2000000.0,Warm,0
30.0,M,Married,9.0,BD,SPT,PR,5.954402657,No,NO,0.0,END,15000000.0,Hot,1
43.0,F,Married,3.0,BD,SE,FH,2.397675383,No,NO,0.0,ANS,1000000.0,Cold,0
41.0,M,Married,2.0,MD,SE,FH,2.407079113,Yes,TLE,3000000.0,ANS,15000000.0,Cold,0
29.0,M,Married,10.0,BD,SPT,PG,9.226504482,No,NO,0.0,END,3000000.0,Hot,1
43.0,M,Divorced,8.0,MD,SPT,RR,9.654936405,No,NO,0.0,ANS,15000000.0,Warm,0
34.0,M,Divorced,6.0,MD,SE,FH,2.067240039,No,NO,0.0,INV,15000000.0,Cold,0
36.0,M,Married,4.0,PD,SE,PG,9.409327281,Yes,ANS,3000000.0,TLE,2000000.0,Hot,1
18.0,F,Single,2.0,UHS,SPT,OC,4.0,No,NO,0.0,END,3000000.0,Hot,1
39.0,M,Married,3.0,MD,SPT,RR,9.317092818,Yes,INV,4000000.0,TLE,1000000.0,Hot,1
40.0,M,Divorced,1.0,PD,SPT,RR,9.576963817,No,NO,0.0,ANS,2000000.0,Hot,1
34.0,F,Single,1.0,PD,SPT,RR,9.574667453,No,NO,0.0,INV,3000000.0,Hot,0
43.0,M,Married,3.0,MD,SPT,PG,9.69269495,Yes,ANS,1000000.0,INV,15000000.0,Warm,1
57.0,F,Married,5.0,PD,SPT,RR,9.963664437,Yes,ANS,50000.0,INV,4000000.0,Warm,1
25.0,M,Single,8.0,MD,SE,FH,1.619196777,No,NO,0.0,INV,1000000.0,Cold,0
38.0,M,Divorced,1.0,BD,SPT,PG,9.297114341,Yes,ANS,1000000.0,PMT,15000000.0,Hot,1
20.0,F,Single,1.0,LHS,SFT,OT,2.692496212,No,NO,0.0,INV,15000000.0,Warm,1
22.0,F,Single,8.0,MD,SE,FH,1.647326351,Yes,END,15000000.0,ANS,2000000.0,Cold,0
37.0,M,Married,6.0,MD,SPT,BA,6.545841666,Yes,TLE,1000000.0,ANS,15000000.0,Hot,0
36.0,M,Married,4.0,MD,SE,PG,9.480066023,No,NO,0.0,ANS,3000000.0,Hot,1
25.0,M,Married,9.0,MD,SPT,PR,5.074074678,No,NO,0.0,END,2000000.0,Hot,1
54.0,M,Married,5.0,UHS,SE,OT,3.221807919,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
28.0,M,Married,2.0,LHS,SFT,CB,1.0,No,NO,0.0,INV,15000000.0,Cold,0
42.0,F,Married,2.0,PD,SE,PG,9.430157588,Yes,ANS,15000000.0,INV,15000000.0,Warm,0
51.0,M,Divorced,4.0,BD,SE,FH,2.543848403,Yes,ANS,3000000.0,TLE,2000000.0,Cold,0
48.0,F,Divorced,8.0,PD,SE,PG,9.727205539,Yes,TLE,15000000.0,ANS,2000000.0,Warm,0
35.0,F,Married,3.0,PD,SPT,PG,9.335434768,Yes,END,2000000.0,ANS,3000000.0,Hot,1
57.0,M,Divorced,1.0,UHS,SE,OT,3.5,Yes,ANS,15000000.0,TLE,2000000.0,Cold,0
20.0,M,Single,2.0,UHS,SPT,OM,2.0,No,NO,0.0,END,15000000.0,Warm,1
22.0,F,Single,1.0,UHS,SPT,OC,4.233056349,Yes,INV,1000000.0,END,2000000.0,Hot,0
38.0,M,Married,2.0,PD,SPT,PG,9.325152576,Yes,INV,50000.0,ANS,4000000.0,Hot,1
34.0,M,Married,2.0,BD,SE,FH,1.887765679,No,NO,0.0,INV,15000000.0,Cold,0
35.0,M,Married,7.0,BD,SE,FH,2.556744991,Yes,TLE,1000000.0,ANS,15000000.0,Cold,1
35.0,M,Married,2.0,BD,SPT,BA,5.828000127,Yes,PMT,15000000.0,TLE,1000000.0,Hot,0
36.0,F,Married,2.0,LHS,SE,DD,1.371749998,No,NO,0.0,PMT,1000000.0,Cold,0
51.0,M,Married,6.0,BD,SE,PG,9.721446659,No,NO,0.0,INV,2000000.0,Warm,1
33.0,F,Married,9.0,BD,SPT,PG,9.313011684,Yes,ANS,4000000.0,END,3000000.0,Hot,1
40.0,M,Divorced,1.0,BD,SPT,PG,9.258205915,No,NO,0.0,PMT,5000000.0,Warm,1
35.0,F,Married,5.0,LHS,SE,OT,2.580817936,No,NO,0.0,ANS,2000000.0,Cold,0
24.0,F,Married,5.0,MD,SPT,BA,6.062769664,No,NO,0.0,PMT,4000000.0,Hot,0
34.0,M,Married,8.0,BD,SPT,RR,9.441974718,No,NO,0.0,INV,2000000.0,Hot,1
43.0,M,Divorced,1.0,MD,SPT,PG,9.660627417,Yes,INV,15000000.0,ANS,15000000.0,Warm,0
29.0,M,Single,2.0,MD,SPT,PG,9.376029541,No,NO,0.0,INV,3000000.0,Hot,1
36.0,F,Divorced,6.0,UHS,SE,CF,2.502284771,Yes,ANS,50000.0,TLE,1000000.0,Cold,0
45.0,F,Single,3.0,BD,SE,FH,2.436997718,No,NO,0.0,ANS,1000000.0,Cold,0
59.0,M,Married,7.0,LHS,SFT,OM,3.5,Yes,PMT,3000000.0,TLE,15000000.0,Cold,0
19.0,M,Married,3.0,NE,SPT,OM,2.0,No,NO,0.0,PMT,2000000.0,Warm,1
21.0,M,Single,7.0,BD,SPT,PG,9.160630937,Yes,INV,1000000.0,TLE,4000000.0,Hot,1
53.0,M,Divorced,8.0,UHS,SE,DD,1.699068187,Yes,PMT,2000000.0,ANS,1000000.0,Cold,0
37.0,M,Single,4.0,MD,SPT,PR,6.220751329,No,NO,0.0,ANS,2000000.0,Hot,1
43.0,M,Married,2.0,BD,SE,FH,2.133089654,Yes,ANS,50000.0,TLE,1000000.0,Cold,0
28.0,M,Married,9.0,LHS,SFT,DD,1.283545673,Yes,ANS,1000000.0,PMT,1000000.0,Cold,0
53.0,M,Divorced,4.0,UHS,SE,DD,1.823483357,Yes,TLE,15000000.0,PMT,15000000.0,Cold,0
39.0,M,Single,7.0,MD,SE,FH,2.046507141,No,NO,0.0,ANS,2000000.0,Cold,0
43.0,F,Married,4.0,BD,SPT,BA,6.043360526,Yes,TLE,50000.0,PMT,5000000.0,Warm,1
51.0,M,Divorced,2.0,BD,SPT,PG,9.964640992,No,NO,0.0,ANS,2000000.0,Warm,1
56.0,F,Divorced,9.0,UHS,SPT,OC,6.454277985,Yes,ANS,1000000.0,TLE,2000000.0,Warm,1
32.0,M,Married,5.0,BD,SPT,PG,9.251551947,Yes,PMT,15000000.0,INV,1000000.0,Hot,0
31.0,F,Married,3.0,BD,SPT,RR,9.375523042,Yes,INV,4000000.0,END,15000000.0,Hot,1
39.0,M,Divorced,4.0,MD,SE,FH,2.507435785,No,NO,0.0,ANS,2000000.0,Cold,0
45.0,M,Single,9.0,LHS,SFT,CB,1.908715135,Yes,PMT,1000000.0,ANS,1000000.0,Cold,0
57.0,M,Divorced,4.0,LHS,SE,OT,3.170777828,Yes,TLE,3000000.0,ANS,1000000.0,Cold,0
54.0,M,Divorced,1.0,MD,SE,FH,2.875546649,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
31.0,M,Divorced,3.0,BD,SPT,PG,9.7312913,No,NO,0.0,INV,5000000.0,Hot,1
41.0,M,Divorced,6.0,BD,SPT,RR,9.285779984,Yes,TLE,15000000.0,ANS,3000000.0,Warm,0
25.0,M,Single,1.0,MD,SPT,RR,9.0,No,NO,0.0,INV,2000000.0,Hot,1
30.0,F,Single,3.0,PD,SE,FH,1.961542506,No,NO,0.0,INV,2000000.0,Cold,0
56.0,M,Divorced,2.0,BD,SE,FH,3.0,Yes,ANS,3000000.0,TLE,15000000.0,Cold,0
31.0,F,Married,9.0,PD,SPT,RR,9.124016226,No,NO,0.0,INV,1000000.0,Hot,0
55.0,M,Divorced,3.0,LHS,SFT,DD,1.892249604,Yes,TLE,50000.0,PMT,1000000.0,Cold,0
43.0,M,Divorced,2.0,BD,SPT,BA,6.438104194,Yes,PMT,50000.0,TLE,4000000.0,Warm,1
28.0,M,Married,2.0,BD,SPT,RR,9.071397096,Yes,PMT,1000000.0,INV,3000000.0,Hot,1
36.0,M,Divorced,2.0,PD,SPT,RR,9.293662211,Yes,INV,3000000.0,TLE,15000000.0,Hot,1
30.0,F,Married,6.0,MD,SPT,PG,9.163487657,No,NO,0.0,END,3000000.0,Hot,1
19.0,M,Single,7.0,NE,SPT,DD,1.0,No,NO,0.0,INV,15000000.0,Cold,0
36.0,F,Married,4.0,MD,SPT,RR,9.464588062,Yes,INV,15000000.0,ANS,4000000.0,Hot,1
56.0,M,Divorced,2.0,UHS,SPT,OM,3.5,Yes,PMT,1000000.0,ANS,2000000.0,Cold,0
57.0,F,Divorced,7.0,BD,SPT,PG,9.996368432,Yes,INV,15000000.0,ANS,1000000.0,Warm,0
55.0,M,Married,9.0,BD,SE,FH,2.782135778,Yes,ANS,15000000.0,TLE,2000000.0,Cold,0
20.0,F,Single,2.0,UHS,SE,OT,2.0,No,NO,0.0,INV,15000000.0,Warm,1
45.0,F,Divorced,2.0,NE,SPT,OM,2.831710529,Yes,PMT,4000000.0,ANS,3000000.0,Cold,0
46.0,M,Married,2.0,MD,SE,FH,2.403241795,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
58.0,F,Married,9.0,LHS,SE,DD,1.890360953,Yes,PMT,15000000.0,ANS,15000000.0,Cold,0
53.0,M,Married,2.0,BD,SE,FH,2.70692097,Yes,TLE,50000.0,ANS,1000000.0,Cold,0
25.0,M,Single,2.0,NE,SE,CF,1.82952376,Yes,END,3000000.0,ANS,1000000.0,Cold,0
42.0,F,Married,4.0,UHS,SPT,DD,1.141471164,Yes,TLE,15000000.0,PMT,1000000.0,Cold,0
35.0,F,Single,10.0,MD,SPT,PG,9.377535337,No,NO,0.0,END,4000000.0,Hot,0
30.0,M,Married,2.0,BD,SPT,BA,6.469673105,No,NO,0.0,END,2000000.0,Hot,1
54.0,F,Married,4.0,LHS,SFT,CB,1.63655205,No,NO,0.0,PMT,1000000.0,Cold,0
23.0,M,Divorced,3.0,MD,SE,FH,2.009491159,No,NO,0.0,END,2000000.0,Warm,0
34.0,M,Married,8.0,BD,SE,FH,1.89902189,Yes,END,50000.0,INV,2000000.0,Cold,0
40.0,M,Married,6.0,UHS,SPT,DD,1.703674325,Yes,PMT,50000.0,ANS,1000000.0,Cold,0
43.0,M,Single,3.0,MD,SPT,BA,6.594015588,Yes,PMT,3000000.0,TLE,3000000.0,Warm,0
59.0,M,Divorced,4.0,BD,SE,FH,2.702781015,Yes,ANS,15000000.0,TLE,1000000.0,Cold,0
19.0,M,Single,6.0,UHS,SE,OT,2.0,No,NO,0.0,TLE,2000000.0,Warm,0
25.0,F,Single,6.0,BD,SPT,PG,9.403900042,No,NO,0.0,INV,3000000.0,Hot,1
35.0,M,Single,5.0,BD,SPT,PG,9.064394903,Yes,ANS,15000000.0,END,2000000.0,Hot,1
29.0,M,Single,4.0,LHS,SE,OT,2.516344257,Yes,INV,1000000.0,END,2000000.0,Warm,0
25.0,M,Single,5.0,BD,SE,FH,1.890601095,No,NO,0.0,END,1000000.0,Cold,0
41.0,F,Married,6.0,MD,SPT,PR,7.20191631,No,NO,0.0,ANS,15000000.0,Warm,1
25.0,M,Married,5.0,LHS,SE,CF,1.700923519,No,NO,0.0,TLE,2000000.0,Cold,0
57.0,M,Divorced,1.0,BD,SE,FH,2.992538027,Yes,TLE,1000000.0,ANS,2000000.0,Cold,0
31.0,M,Married,8.0,MD,SE,FH,1.94776272,No,NO,0.0,END,2000000.0,Cold,0
52.0,M,Divorced,7.0,BD,SE,FH,3.0,Yes,TLE,2000000.0,ANS,1000000.0,Cold,0
